Gene_ID,Transcript_ID,Average Oocyte(RPKM),Average Zygote(RPKM),Average 2-cell embryo(RPKM),Average 4-cell embryo(RPKM),Average 8-cell embryo(RPKM),Average Morulae(RPKM),Average Trophectoderm(RPKM),Average Primitive endoderm(RPKM),Average epiblast(RPKM),Average hESC passage#0(RPKM),Average hESC passage#10(RPKM)
ZNF117,"NM_015852, ",0.0,0.054,0.062,0.085,0.272,0.504,0.146,0.479,0.203,0.07,0.198
NKRF,"NM_001173487, NM_001173488, NM_017544, ",0.0,0.0,0.022,0.427,22.884,5.967,14.626,19.543,11.412,6.737,6.805
CLK2,"NM_003993, ",44.293,27.775,12.889,14.243,17.753,9.296,5.296,17.505,11.786,23.652,19.0
TNFSF15,"NM_005118, ",0.0,0.0,0.0,0.81,0.083,0.082,0.037,0.0,0.042,0.031,0.176
DUSP2,"NM_004418, ",1.513,0.175,0.294,0.494,0.0,0.498,0.0,0.0,0.0,4.283,1.577
SECISBP2,"NM_024077, ",104.187,59.155,62.889,95.304,19.674,11.515,23.872,14.108,14.328,24.378,25.609
PPAP2C,"NM_003712, NM_177526, NM_177543, ",3.852,5.168,2.615,5.927,56.676,114.743,1.826,4.541,12.406,85.839,80.857
PIK3C3,"NM_002647, ",4.849,9.405,5.831,8.072,28.762,21.121,7.76,6.883,5.601,4.167,5.654
PAG1,"NM_018440, ",26.765,19.188,15.13,10.025,4.418,1.404,0.005,0.569,1.667,0.017,0.073
GNG10,"NM_001017998, ",28.215,17.618,5.191,3.292,2.358,9.328,166.145,81.851,97.375,56.283,44.177
APOL4,"NM_030643, NM_145660, ",0.071,0.173,0.563,0.398,1.481,2.182,0.305,0.736,0.586,1.777,0.87
C11orf34,"NM_001145024, ",0.0,0.0,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.0,0.0
SNORA40,"NR_002973, ",0.132,0.713,0.34,0.849,5.665,5.152,5.518,2.287,2.892,3.068,1.57
GPCPD1,"NM_019593, ",4.339,6.691,4.157,5.972,7.577,10.411,6.764,4.853,2.04,1.999,1.308
LOC388789,"NR_015432, ",20.828,7.581,6.164,16.079,19.915,40.302,51.072,142.366,47.825,78.878,72.121
ANKRD28,"NM_015199, ",1.001,1.245,0.785,1.343,4.239,3.018,6.002,2.408,10.565,11.715,11.434
STMN3,"NM_015894, ",0.331,0.58,0.64,0.242,1.999,5.658,0.85,0.018,1.031,33.876,60.236
RAB14,"NM_016322, ",5.754,2.837,1.811,2.863,7.307,14.246,32.099,30.963,17.778,16.377,8.699
CDK2AP2,"NM_005851, ",445.915,220.698,229.047,301.017,123.558,48.013,20.961,28.766,53.873,31.352,50.872
HDDC3,"NM_198527, ",0.147,0.076,0.021,0.02,1.02,10.524,62.632,16.057,41.682,14.158,9.913
CXCR2,"NM_001168298, NM_001557, ",0.224,0.221,0.096,0.0,0.0,0.011,0.037,0.0,0.02,0.0,0.381
COMMD7,"NM_001099339, NM_053041, ",20.944,20.452,12.619,11.377,5.5,12.324,48.129,57.944,46.048,41.292,49.936
EMBP1,"NR_003955, ",0.048,0.109,0.154,0.158,0.0,0.039,0.206,0.0,0.0,1.565,0.939
CXXC1,"NM_001101654, NM_014593, ",2.348,3.405,3.146,4.67,6.792,5.185,6.063,6.282,8.334,4.027,12.478
HMCN1,"NM_031935, ",4.011,4.863,3.053,5.377,1.73,0.406,0.0,0.0,0.0,0.061,0.036
ESYT3,"NM_031913, ",0.762,5.496,3.645,6.367,1.535,0.283,0.0,0.0,0.0,0.33,0.998
CD40,"NM_001250, NM_152854, ",0.052,0.101,0.067,0.019,0.707,0.581,0.0,0.0,0.0,2.716,0.694
DYNC1LI2,"NM_006141, ",40.706,35.555,25.964,44.287,17.062,19.468,25.878,18.358,26.157,32.211,38.841
EFCAB7,"NM_032437, ",8.208,4.681,3.535,8.474,0.936,1.875,0.202,0.071,0.0,1.842,1.285
GDI1,"NM_001493, ",3.969,14.824,12.831,14.155,6.339,3.199,2.607,3.619,9.049,5.039,6.682
LOC646938,"NR_036495, ",0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSNL1,"NM_003385, ",0.0,0.0,0.0,0.041,0.012,0.0,0.0,0.358,6.621,29.285,16.557
HEPN1,"NM_001037558, ",0.0,0.0,0.061,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIH1D1,"NM_017916, ",4.441,2.562,2.076,2.453,21.194,17.855,27.737,70.915,49.144,63.883,89.554
RAET1G,"NM_001001788, ",0.0,0.0,0.0,0.042,0.007,0.0,0.0,0.0,0.0,0.0,0.052
KRTAP5-9,"NM_005553, ",0.0,0.0,0.0,0.035,0.0,0.994,0.0,0.0,0.0,0.0,0.0
EFTUD2,"NM_001142605, NM_004247, ",2.737,8.653,8.018,17.715,32.742,40.483,33.838,47.944,36.993,25.359,39.072
ZNF311,"NM_001010877, NM_001010877, NM_001010877, NM_001010877, NM_001010877, NM_001010877, NM_001010877, ",0.0,0.0,0.0,0.0,2.071,1.384,0.286,0.0,0.0,4.749,0.386
HSPB11,"NM_016126, ",356.36,127.553,83.981,70.857,50.681,39.219,34.034,42.797,6.334,39.47,49.751
VIPAR,"NM_001193314, NM_001193315, NM_001193316, NM_001193317, NM_022067, ",2.825,8.175,5.752,11.87,2.69,4.394,5.951,4.956,10.73,4.218,7.005
SCN4A,"NM_000334, ",0.0,0.0,0.0,0.0,0.085,0.123,0.0,0.0,0.0,0.14,0.366
OR2W3,"NM_001001957, ",0.0,0.043,0.047,0.067,0.259,0.0,0.01,0.0,0.0,0.0,0.298
MED10,"NM_032286, ",560.831,187.609,82.086,56.075,121.821,114.994,63.808,77.464,55.06,97.983,69.199
ATP6V1G3,"NM_133262, NM_133326, ",0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,0.0
FAM135A,"NM_001105531, NM_001162529, NM_020819, ",2.647,3.166,1.912,1.906,3.038,1.811,1.077,1.126,0.871,1.933,2.272
ARHGAP4,"NM_001164741, NM_001666, ",0.0,0.0,0.0,0.013,0.016,0.0,0.0,0.0,0.0,2.411,1.62
EHMT2,"NM_006709, NM_006709, NM_006709, NM_006709, NM_006709, NM_006709, NM_006709, NM_025256, NM_025256, NM_025256, NM_025256, NM_025256, NM_025256, NM_025256, ",2.263,8.078,6.969,9.962,10.04,14.701,5.65,10.505,12.705,8.805,17.669
UFD1L,"NM_001035247, NM_005659, ",8.537,2.195,1.09,3.196,18.828,45.246,56.198,76.913,48.382,49.258,43.985
WTIP,"NM_001080436, ",0.082,1.061,0.9,1.158,0.583,0.081,0.881,2.966,0.054,1.33,3.316
FLJ25363,"NM_001145553, ",0.0,0.0,0.0,0.0,0.007,0.044,0.651,0.16,0.0,0.0,0.016
ERMP1,"NM_024896, ",6.572,9.439,5.047,2.241,1.838,1.947,8.384,3.175,5.018,3.656,2.717
THAP8,"NM_152658, ",2.308,4.727,4.549,6.601,0.262,1.283,0.448,0.564,4.45,5.238,7.957
HACE1,"NM_020771, ",7.371,7.303,3.692,4.108,1.065,0.351,0.294,0.046,0.0,0.989,0.513
C3orf20,"NM_001184957, NM_001184958, NM_032137, ",0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0
SCD5,"NM_001037582, NM_024906, ",0.139,0.127,0.101,0.137,0.34,1.273,0.32,0.619,0.606,0.424,1.181
LASS6,"NM_203463, ",5.398,9.408,4.88,10.416,2.877,0.525,1.248,0.375,1.751,11.142,6.163
LSG1,"NM_018385, ",4.582,2.341,2.111,0.493,69.638,38.938,25.46,14.615,22.498,27.76,45.628
MAL,"NM_002371, NM_022438, NM_022439, NM_022440, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,2.608,0.0,0.0
GPR22,"NM_005295, ",0.101,0.544,0.22,0.661,0.401,0.0,0.0,0.0,0.0,0.0,0.017
WDR5B,"NM_019069, ",0.16,0.969,0.606,0.64,0.189,2.001,0.16,0.241,0.038,1.032,1.388
ACTRT1,"NM_138289, ",0.0,0.0,0.021,0.262,0.11,0.0,0.0,0.0,0.0,0.0,0.0
C17orf60,"NM_001085423, ",0.0,0.042,0.0,0.172,0.238,0.335,0.117,0.032,0.198,0.224,0.189
RD3,"NM_001164688, NM_183059, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.15
GRIN2C,"NM_000835, ",0.063,0.081,0.0,0.01,0.0,0.008,0.0,0.0,0.0,0.0,0.0
ARMC8,"NM_014154, NM_015396, NM_213654, ",111.154,68.9,47.607,86.781,26.437,18.033,12.813,13.559,15.777,28.225,16.394
SLC47A1,"NM_018242, ",0.037,0.049,0.0,0.416,0.515,7.295,1.359,1.898,6.235,0.611,1.215
DMPK,"NM_001081560, NM_001081562, NM_001081563, NM_004409, ",0.106,0.555,0.531,0.471,0.245,0.373,0.031,0.221,0.0,0.419,0.612
DEFB105B,"NM_001040703, NM_001040703, ",0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTRNR2L6,"NM_001190487, ",123.657,794.947,560.449,797.648,1261.82,2271.667,1152.372,1047.087,4763.949,4976.214,1354.829
MIR3198,"NR_036168, ",0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.059
LOC100128071,"NM_001167676, ",0.0,0.0,0.0,0.0,0.153,0.008,0.0,0.074,0.0,0.059,0.0
DHRS13,"NM_144683, ",0.0,0.0,0.0,0.191,0.74,4.36,12.067,8.848,16.48,1.656,3.388
SMC1A,"NM_006306, ",8.303,9.769,7.383,7.854,11.556,8.947,21.936,36.805,13.653,13.812,14.353
SMYD5,"NM_006062, ",0.694,2.702,2.085,3.015,6.257,3.958,5.845,14.072,8.58,9.865,12.904
TUSC2,"NM_007275, ",6.713,7.824,5.776,4.24,11.191,12.978,4.654,9.336,4.439,8.356,6.064
CRHR2,"NM_001883, ",0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.162
CCDC155,"NM_144688, ",0.837,1.427,1.153,2.158,0.683,0.134,0.0,0.0,0.0,0.0,0.009
BEYLA,"NR_027012, NR_027013, ",0.0,0.0,0.0,0.0,0.531,0.13,0.033,0.0,0.0,0.0,0.0
SLC22A20,"NM_001004326, NR_033396, ",0.156,0.232,0.539,0.82,1.207,5.793,0.061,2.733,1.211,0.423,0.466
MGC12982,"NR_026878, ",0.0,0.0,0.0,0.089,4.741,2.29,0.0,0.0,0.0,0.0,0.017
LOC415056,"NR_024369, ",0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD9,"NM_173806, NR_033694, ",0.487,0.307,0.297,0.481,0.027,0.011,0.0,0.0,0.022,0.0,0.0
KIR3DL2,"NM_006737, ",0.0,0.048,0.0,0.091,0.0,0.214,0.0,0.0,0.0,0.0,0.0
GAGE12J,"NM_001098406, ",0.0,0.04,0.0,0.219,3.13,6.615,0.025,6.221,1.715,0.0,0.009
CCDC104,"NM_080667, ",21.269,16.287,13.979,10.999,6.969,9.1,4.713,3.019,20.87,30.087,43.154
ATP2C1,"NM_001001485, NM_001001486, NM_001001487, NM_014382, ",10.149,23.25,15.376,21.77,13.801,10.613,17.055,11.201,18.653,14.963,9.896
MAMSTR,"NM_001130915, NM_182574, ",0.57,1.028,1.036,1.344,0.655,0.757,0.16,0.307,0.443,1.612,1.561
KRTAP10-1,"NM_198691, ",0.0,0.089,0.097,0.522,0.069,0.0,0.0,0.0,0.0,0.0,0.0
CROT,"NM_001143935, NM_021151, NR_026585, ",1.357,0.709,0.163,0.277,1.369,0.17,0.021,2.154,0.0,2.347,1.546
PABPC3,"NM_030979, ",5.53,3.283,6.755,10.689,17.599,21.84,50.306,30.963,41.192,23.29,14.157
EGR1,"NM_001964, ",7.815,6.844,5.334,5.581,5.094,3.185,7.331,4.707,0.645,151.742,66.066
THSD1,"NM_018676, NM_199263, ",1.301,0.528,0.342,1.268,1.32,2.765,0.572,1.287,1.229,0.264,0.908
KHK,"NM_000221, NM_006488, ",1.493,8.504,5.182,12.573,2.331,1.186,0.792,2.707,0.0,2.739,4.2
SLC12A2,"NM_001046, ",17.387,21.111,16.849,18.558,5.21,5.727,1.723,1.388,5.053,3.178,1.846
CD58,"NM_001144822, NM_001779, NR_026665, ",0.044,0.0,0.047,0.175,0.12,3.015,0.682,0.034,0.0,0.834,3.446
LOC390732,"NR_033740, ",0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM8A,"NM_021259, ",0.318,2.785,3.694,4.11,2.605,2.053,5.676,8.447,10.902,17.204,20.071
STOX2,"NM_020225, ",0.0,0.0,0.0,0.274,0.475,0.872,0.0,0.0,0.212,7.445,14.472
LOC728855,"NR_024510, NR_024510, NR_024511, ",0.671,0.366,0.765,1.137,3.66,2.951,0.141,0.923,0.334,6.546,9.04
CCDC76,"NM_019083, ",11.229,21.433,10.238,8.3,2.949,4.091,3.976,1.119,1.214,2.817,1.565
CCDC48,"NM_024768, ",0.187,0.201,0.148,0.112,0.018,0.011,0.0,0.0,0.0,0.0,0.141
DNAH1,"NM_015512, ",0.0,0.0,0.0,0.033,0.022,0.0,0.0,0.0,0.0,0.0,0.027
ZIC4,"NM_001168378, NM_001168379, NM_032153, NR_033118, NR_033119, ",0.0,0.0,0.0,0.0,0.069,0.011,0.0,0.0,0.0,0.355,0.0
OR1G1,"NM_003555, ",0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC6,"NM_002806, ",9.118,13.599,7.821,12.449,34.25,53.389,179.926,83.105,178.808,128.365,74.901
PROKR1,"NM_138964, ",0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.039
ABCB1,"NM_000927, ",0.435,0.237,0.396,0.349,0.892,0.794,0.0,0.0,0.0,0.0,0.177
STRADA,"NM_001003786, NM_001003787, NM_001003788, NM_001165969, NM_001165970, NM_153335, ",2.064,14.004,8.885,8.587,2.474,2.417,1.82,4.819,5.62,11.673,9.357
LLGL1,"NM_004140, ",0.231,0.421,0.378,0.483,0.695,1.428,0.364,0.27,0.698,0.796,1.127
GAGE12C,"NM_001098408, NM_001098408, NM_001098408, NM_001098408, NM_001098408, NM_001098408, ",0.0,0.0,0.0,0.745,5.191,4.174,0.311,33.82,1.011,0.0,0.046
USP54,"NM_152586, ",9.327,11.983,13.833,7.542,7.646,2.882,1.145,0.179,1.804,3.214,4.946
MTF1,"NM_005955, ",28.935,21.025,16.36,13.605,25.718,13.488,6.23,2.799,12.693,8.25,7.365
PAGE2B,"NM_001015038, ",0.205,0.0,0.0,1.656,7.003,19.051,7.744,18.076,6.407,0.0,0.005
ITGB7,"NM_000889, ",0.0,0.0,0.0,0.154,0.012,0.317,0.0,0.0,0.0,0.0,0.175
CCDC81,"NM_001156474, NM_021827, ",1.025,0.261,0.147,0.072,0.125,0.075,0.013,0.0,0.0,0.015,0.15
PRH1,"NM_006250, ",0.033,0.071,0.0,0.026,0.43,2.926,3.406,4.793,0.815,4.172,3.309
LOC149837,"NR_015406, ",0.082,0.822,0.482,0.658,0.422,0.026,0.0,0.03,0.0,0.0,0.0
CHKB,"NM_005198, ",0.836,0.889,0.687,1.834,1.079,0.252,3.177,12.088,2.928,3.282,2.56
SCUBE1,"NM_173050, ",0.0,1.768,1.585,2.995,0.941,0.007,0.0,0.0,0.0,0.0,0.0
ZSCAN10,"NM_032805, ",0.179,0.813,0.33,0.838,0.139,0.059,0.007,5.589,3.659,11.486,11.614
HUWE1,"NM_031407, ",0.821,1.929,1.694,1.883,5.223,6.728,11.175,8.846,8.403,8.003,5.662
C3orf48,"NR_027694, ",0.214,0.297,0.022,0.36,0.413,0.355,0.509,0.061,0.712,0.182,0.123
CDH17,"NM_001144663, NM_004063, ",7.73,8.665,5.753,7.472,2.238,1.435,0.007,0.0,0.021,0.0,0.0
CD180,"NM_005582, ",0.0,0.0,0.0,0.0,0.166,0.16,0.0,0.203,0.0,0.0,0.0
TMPO,"NM_001032283, NM_001032284, NM_003276, ",29.255,51.365,30.76,26.018,88.585,56.748,63.315,46.855,68.973,51.543,34.205
LYRM5,"NM_001001660, ",24.379,44.422,31.569,23.204,5.541,0.936,11.693,9.039,1.863,1.826,2.008
KIAA1524,"NM_020890, ",34.908,33.963,16.073,8.589,17.532,11.599,12.407,7.06,9.134,15.207,18.993
GNAT3,"NM_001102386, ",0.057,0.189,0.045,0.158,0.006,0.0,0.0,0.0,0.0,0.0,0.0
HDGFRP3,"NM_016073, ",13.565,14.411,9.016,7.153,4.869,2.989,4.072,3.897,21.107,36.686,41.557
ACCS,"NM_001127219, NM_032592, ",0.0,0.052,0.0,0.0,0.019,0.509,0.0,0.0,0.0,0.0,0.386
RRAS2,"NM_001102669, NM_001177314, NM_001177315, NM_012250, ",15.155,61.546,40.433,31.752,12.199,17.641,49.074,40.044,65.402,67.257,62.732
OXCT1,"NM_000436, ",1.242,0.727,1.566,1.182,2.501,2.152,1.164,0.016,0.0,7.74,20.482
LTBP2,"NM_000428, ",0.246,1.133,0.547,0.887,0.468,0.343,0.028,0.0,0.0,0.139,0.004
SV2B,"NM_001167580, NM_014848, ",3.481,3.869,2.831,2.881,2.015,0.766,0.163,0.0,0.099,0.123,0.155
PKD1L2,"NM_001076780, NM_052892, ",0.0,0.0,0.0,0.108,0.027,0.067,0.156,0.0,0.082,0.0,0.095
CYP2A6,"NM_000762, ",0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF826,"NM_001039884, ",0.0,0.0,0.0,0.0,4.118,1.896,1.284,0.256,2.141,5.125,3.304
PPM1M,"NM_001122870, NM_144641, ",0.139,0.292,0.214,0.527,2.534,2.632,0.252,0.0,0.079,1.197,0.951
LOC100132356,"NR_034127, ",0.0,0.0,0.0,0.0,0.229,0.009,0.006,0.0,0.0,0.0,0.321
ZNF502,"NM_001134440, NM_001134441, NM_001134442, NM_033210, ",66.749,47.061,26.89,40.668,34.266,14.186,2.781,0.0,0.0,7.645,6.941
GP6,"NM_001083899, NM_016363, ",0.0,0.05,0.0,0.0,0.132,0.061,0.014,0.0,0.0,0.014,0.011
CRYBA2,"NM_005209, NM_057093, NM_057094, ",0.0,0.161,0.0,0.174,0.434,1.214,0.468,0.11,0.0,0.0,0.0
LEF1,"NM_001130713, NM_001130714, NM_001166119, NM_016269, ",86.774,96.394,60.098,65.199,7.161,0.827,0.0,0.0,0.024,1.21,0.603
CTPS,"NM_001905, ",5.922,7.104,4.93,12.014,41.383,41.183,36.531,50.795,46.124,43.731,48.447
EYA1,"NM_000503, NM_172058, NM_172059, NM_172060, ",5.222,8.923,6.028,12.776,3.747,0.478,0.176,0.0,0.0,0.0,0.0
EPS8L1,"NM_017729, NM_133180, ",0.042,0.49,0.967,0.126,2.698,0.884,0.04,0.0,0.0,0.241,0.509
MAPK14,"NM_001315, NM_139012, NM_139013, NM_139014, ",1.351,3.106,2.068,4.487,4.904,4.254,47.533,15.454,6.917,14.447,6.899
GTF2F2,"NM_004128, ",231.413,139.682,152.759,166.189,313.773,211.358,109.893,116.013,51.411,80.647,104.517
TRIM78P,"NR_002777, ",0.0,0.0,0.017,0.0,0.0,0.11,0.183,0.076,0.0,0.0,0.129
HPR,"NM_020995, ",0.0,0.0,0.0,0.137,0.015,0.0,0.0,0.0,0.0,0.0,0.187
C18orf2,"NR_023925, NR_023926, NR_023927, NR_023928, ",0.227,0.073,0.098,0.109,0.427,0.473,0.238,0.635,0.176,0.608,0.043
SATB2,"NM_001172509, NM_001172517, NM_015265, ",2.427,2.211,1.648,3.318,6.825,2.576,2.598,1.982,0.067,1.319,0.83
RRP36,"NM_033112, ",0.636,5.693,3.393,8.041,49.661,49.581,59.195,61.913,70.294,43.055,30.809
MOCS3,"NM_014484, ",0.216,0.218,0.354,0.505,6.021,8.767,5.379,9.203,13.557,6.727,8.978
PPHLN1,"NM_001143787, NM_001143788, NM_001143789, NM_016488, NM_201438, NM_201439, NM_201440, NM_201515, ",151.146,129.773,127.878,107.896,55.989,41.308,34.227,33.641,48.875,19.753,18.118
C17orf71,"NM_018149, ",15.569,12.622,5.607,16.044,13.929,24.976,9.36,7.019,20.361,11.502,7.531
HIST1H2BN,"NM_003520, ",0.412,0.767,0.408,3.527,19.283,3.333,1.666,0.0,0.03,2.83,18.883
RAPGEF1,"NM_005312, NM_198679, ",0.849,1.093,0.833,1.737,0.406,0.292,3.772,5.019,0.966,2.439,3.114
